page_likes,page_checkin,daily_crowd,page_category,F1,F2,F3,F4,F5,F6,F7,F8,c1,c2,c3,c4,c5,base_time,post_length,share_count,promotion,h_target,post_day,basetime_day,target
14691,0,4072,16,639,30.8850574712644,9,67.5523084314813,0,548,14.9109195402299,2.5,5,1,4,4,-3,35,165,2,0,24,thursday,friday,0
287698,0,4752,24,719,17.6029900332226,10,53.0787685626073,0,403,6.11960132890366,2,6,0,6,6,-6,38,374,4,0,24,sunday,tuesday,1
1426027,0,8025,1,216,9.51578947368421,2,28.1757877236896,0,173,3.5578947368421,0,5,0,5,5,-5,38,66,18,0,24,friday,sunday,0
633016,183,168920,18,1009,113.984090909091,41.5,157.622008216409,0,582,49.8886363636364,11.5,0,0,0,0,0,63,140,11,0,24,wednesday,saturday,0
1259,0,0,2,99,11.5294117647059,8,15.4811208035675,0,97,4.10924369747899,0,3,3,0,3,3,3,195,2,0,24,saturday,saturday,4
104037,0,30,14,111,7.00399467376831,4,10.9724863520373,0,105,2.68974700399467,1,26,0,2,26,-2,59,69,4,0,24,thursday,saturday,0
2736,491,277,54,18,1.55035971223022,0,2.80210286145007,0,13,0.60431654676259,0,0,0,0,0,0,11,159,1,0,24,monday,monday,0
89879,393,1257,14,16,2.31282051282051,2,2.36634300645418,0,11,0.884615384615385,0,5,0,1,5,-1,66,89,3,0,24,saturday,tuesday,0
700738,0,1600,34,64,5.67064439140811,2,10.5251771028036,0,55,2.10501193317422,0,21,21,0,21,21,12,718,28,0,24,wednesday,thursday,2
51890,0,4376,66,166,28.168458781362,24,27.2886523370093,0,157,10.6451612903226,2,48,3,19,43,-16,56,210,1,0,24,thursday,sunday,0
47872,72574,3957,45,15,2.13223140495868,1,2.88610850342796,0,13,0.925619834710744,0,0,0,0,0,0,16,45,2,0,24,friday,saturday,0
274207,0,100435,18,664,130.589330024814,79,131.07955584527,0,503,43.6526054590571,12,86,8,78,78,-70,47,2,13,0,24,saturday,monday,3
32745,1559,770,32,15,1.34186939820743,0,2.27262303416435,0,15,0.523687580025608,0,1,0,1,1,-1,37,172,5,0,24,friday,saturday,0
24410,0,698,28,103,5.05778894472362,2,9.7139581039815,0,44,1.95477386934673,0,2,0,2,2,-2,32,146,1,0,24,monday,wednesday,0
79285,0,10,16,202,68.4375,35,78.0111921056844,0,40,11.125,7.5,0,0,0,0,0,35,0,19,0,24,saturday,monday,0
17365,0,3447,36,79,3.21637426900585,1,8.39207163853113,0,29,1.23099415204678,0,1,1,0,1,1,29,186,4,0,24,monday,wednesday,0
11384,0,226,2,58,14.9261447562777,13,9.5137548901068,0,52,5.10044313146233,2,25,1,9,23,-8,57,282,12,0,24,sunday,wednesday,0
413095,0,19301,24,402,37.5746753246753,24,45.3474781464773,0,301,13.4166666666667,5,27,1,26,26,-25,48,110,3,0,24,friday,sunday,0
155266,1284,2454,60,16,1.38373424971363,0,2.30156304932999,0,13,0.585337915234822,0,2,0,2,2,-2,42,91,30,0,24,thursday,saturday,0
3440,0,164,28,34,5.02941176470588,4,5.00285385683039,0,28,1.83823529411765,0,4,0,0,4,0,63,117,2,0,24,sunday,wednesday,0
220749,0,12792,18,1064,41.325,22,73.4742569463859,0,971,16.6602941176471,4,32,32,0,32,32,3,36,15,0,24,sunday,sunday,17
4290409,11,131422,9,1310,140.733990147783,65,206.740617521908,0,1231,58.2844827586207,13.5,23,0,5,19,-5,70,120,5,0,24,sunday,tuesday,0
19465,0,1578,18,105,17.033033033033,12,17.1103674590727,0,93,6.73873873873874,2,8,8,0,8,8,7,82,2,0,24,friday,friday,4
8070687,421,278406,9,1682,396.757785467128,270,357.168807777324,0,1570,157.544982698962,37,94,18,76,94,-58,28,166,391,0,24,thursday,friday,2
3002026,0,77240,9,831,71.3169456066946,36,100.158561349448,0,539,26.5083682008368,6,463,101,362,449,-261,32,76,3382,0,24,friday,saturday,8
25247,393,6182,24,127,19.4282051282051,15,17.8011444276002,0,110,8.28461538461539,3,1,0,0,1,0,58,37,3,0,24,wednesday,friday,0
90442,0,6802,24,307,39.9163179916318,24,51.6255558637578,0,292,13.3891213389121,4,14,1,13,14,-12,37,122,1,0,24,sunday,monday,0
5970921,53096,234501,9,1315,133.943113772455,48,229.549480134078,0,993,48.9491017964072,12.5,96,29,67,89,-38,32,129,461,0,24,monday,wednesday,8
2942636,1,854,1,679,46.5882352941176,17,111.195319493574,0,631,18.9509803921569,4.5,104,104,0,104,104,21,0,1,0,24,thursday,friday,25
50469,21748,2456,32,47,5.80314960629921,3,8.1044260971055,0,42,2.48818897637795,1,7,5,2,6,3,27,154,18,0,24,saturday,sunday,1
3544586,122388,227617,9,1535,144.697167755991,92.5,185.198879770454,0,1401,54.8464052287582,17,737,175,562,692,-387,33,80,1570,0,24,thursday,friday,43
7461335,1478,218090,9,1282,190.655296229803,119,205.137077333876,0,1011,70.657091561939,25,710,21,387,684,-366,49,309,2612,0,24,wednesday,friday,7
25281,280,65,39,78,19.55078125,15,14.7371951627387,0,60,6.80989583333333,3,11,0,1,10,-1,69,509,12,0,24,tuesday,friday,0
6141231,108622,290050,36,1660,244.628733997155,163,248.1919773273,0,1425,90.7724039829303,42,292,292,0,292,292,22,136,1639,0,24,saturday,sunday,61
456478,0,3946,24,824,91.6995884773663,67,106.170006342395,0,575,36.4485596707819,11,94,0,15,90,-15,66,42,1,0,24,thursday,saturday,0
3544586,122388,227617,9,1535,144.697167755991,92.5,185.198879770454,0,1401,54.8464052287582,17,5,5,0,5,5,1,60,78,0,24,saturday,saturday,2
23055,0,67,36,472,20.3106646058733,12,39.3236197886612,0,251,7.73570324574961,2,23,6,17,22,-11,31,181,367,0,24,friday,saturday,0
24148,18,249,82,2,0.152173913043478,0,0.50936410929826,0,1,0.043478260869565,0,0,0,0,0,0,42,79,1,0,24,saturday,monday,0
6991,0,550,80,45,2.91866028708134,1,5.02891982127431,0,30,1.00318979266348,0,0,0,0,0,0,58,259,1,0,24,friday,monday,0
672411,1,14221,9,451,30.6619411123228,14,53.6250889554472,0,444,11.6444929116685,3,3,3,0,1,3,42,203,2,0,24,saturday,monday,0
668834,4,42523,9,1389,109.848195329087,84.5,118.636482414088,0,1379,42.2983014861996,8,132,68,64,130,4,26,59,596,0,24,thursday,friday,1
23055,0,67,36,472,20.3106646058733,12,39.3236197886612,0,251,7.73570324574961,2,40,8,32,40,-24,36,176,132,0,24,wednesday,friday,1
413095,0,19301,24,402,37.5746753246753,24,45.3474781464773,0,301,13.4166666666667,5,18,18,0,18,18,13,92,68,0,24,wednesday,thursday,1
155048,0,34292,18,1158,64.3824701195219,41,96.0014168817362,0,769,23.5617529880478,6,2,2,0,2,2,12,211,1,0,24,thursday,friday,2
297702,148,488,55,164,5.79537366548043,3,12.2442133889923,0,135,2.2135231316726,0,2,0,2,2,-2,27,37,49,0,24,tuesday,wednesday,0
552132,0,27696,24,516,115.840579710145,94.5,105.316585972122,0,337,35.6376811594203,9.5,34,3,31,31,-28,46,159,3,0,24,sunday,tuesday,0
133574,0,22660,38,399,30.2977346278317,17,46.8479813926265,0,159,11.6666666666667,4,1,1,0,1,1,30,103,2,0,24,friday,saturday,1
88359,3,42,17,4,0.705627705627706,0,1.0402769444418,0,4,0.277056277056277,0,0,0,0,0,0,6,81,12,0,24,friday,saturday,0
81756,0,2947,36,208,19.3184357541899,11,26.2555500024856,0,174,8.03631284916201,2,10,2,8,9,-6,37,690,87,0,24,tuesday,thursday,0
4072194,880,161174,9,2119,142.04972972973,79,196.256621062164,0,1950,58.6864864864865,17,59,16,43,56,-27,32,53,91,0,24,tuesday,thursday,1
683375,21076,16319,31,448,50.9388111888112,25,73.5186201901984,0,351,17.6101398601399,4,135,0,11,126,-11,70,171,445,0,24,tuesday,friday,1
7564986,0,123241,12,45,3.42481751824817,1,5.71633312384424,0,38,1.26423357664234,0,2,2,0,2,2,7,154,5,0,24,friday,friday,0
17490232,14799,41904,22,73,31.5,24,21.4495532199003,1,51,12.0833333333333,7.5,14,14,0,14,14,9,155,104,0,24,thursday,thursday,15
2470711,36,271475,9,1445,196.810140237325,132,214.501234232466,0,1080,68.4056094929881,14,555,0,13,542,-13,72,94,89,0,24,monday,thursday,2
856554,0,28,16,233,50.2857142857143,25,60.2220381384674,0,226,16.2959183673469,2,221,3,3,216,0,61,183,21,0,24,sunday,wednesday,4
99033,414,1053,32,196,6.92703150912106,2,16.0447544362451,0,178,2.90215588723051,0,1,0,1,1,-1,25,155,1,0,24,saturday,sunday,0
16146,0,1994,36,40,5.41910828025478,4,5.79249606558383,0,32,2.04203821656051,1,2,0,0,2,0,66,149,27,0,24,tuesday,friday,0
7564986,0,123241,12,45,3.42481751824817,1,5.71633312384424,0,38,1.26423357664234,0,24,24,0,24,24,17,234,3,0,24,monday,tuesday,2
1340759,33935,49392,9,591,58.6540664375716,32,82.0570829730918,0,570,21.864833906071,4,1,0,0,1,0,50,136,3,0,24,tuesday,thursday,0
572325,0,27248,24,361,32.2658079625293,17,44.7506317461263,0,238,10.3138173302108,3,7,7,0,7,7,7,91,24,0,24,wednesday,wednesday,3
579587,0,33116,18,528,71.7519466073415,47,74.1823631862073,0,505,26.2747497219132,9,15,1,14,15,-13,38,56,28,0,24,friday,sunday,0
4072,0,601,24,43,9.73913043478261,9,8.71950532753434,0,38,4.2445652173913,1,18,1,17,17,-16,42,224,1,0,24,sunday,tuesday,0
1259,0,0,2,99,11.5294117647059,8,15.4811208035675,0,97,4.10924369747899,0,0,0,0,0,0,0,187,2,0,24,wednesday,wednesday,22
879585,11,49540,9,1097,102.405095541401,42,174.769406509671,0,999,36.2484076433121,3,94,4,23,90,-19,51,131,248,0,24,saturday,monday,0
3316706,2842,9114,35,43,4.37090909090909,2,6.83232085491181,0,42,1.80909090909091,0,3,1,2,2,-1,42,74,12,0,24,monday,wednesday,0
209071,0,444,55,164,3.29100529100529,1,9.55933702650008,0,73,1.11640211640212,0,1,0,0,1,0,63,22,3,0,24,wednesday,saturday,0
115313,0,3650,24,71,9.0828729281768,6,8.65028243593363,0,56,3.93922651933702,1,22,1,21,21,-20,38,192,4,0,24,saturday,monday,2
8189,523,33,23,1,0.090909090909091,0,0.287479787288034,0,1,0.034965034965035,0,0,0,0,0,0,48,0,1,0,24,tuesday,thursday,0
965964,0,11631,9,446,37.4942166140904,19,57.6472440884201,0,359,12.2618296529968,2,4,2,2,4,0,36,149,39,0,24,sunday,monday,0
55157,1029,2727,35,38,1.72556390977444,1,4.08415522845619,0,31,0.789473684210526,0,1,1,0,1,1,28,0,12,0,24,sunday,monday,0
358398,0,8153,18,297,33.9325551232166,24,33.771923136002,0,218,12.2321660181582,4,44,0,4,40,-4,69,112,26,0,24,friday,monday,1
309914,13,5432,26,371,8.36721991701245,5,22.2996847043695,0,240,3.26970954356846,1,339,240,99,335,141,26,656,1644,0,24,wednesday,thursday,34
83580,0,6366,20,95,7.53448275862069,4,12.5316365406771,0,75,3.20344827586207,1,5,5,0,5,5,11,51,2,0,24,monday,tuesday,0
700738,0,1600,34,64,5.67064439140811,2,10.5251771028036,0,55,2.10501193317422,0,1,1,0,1,1,10,178,1,0,24,sunday,monday,0
213787,0,1058,14,169,22.1355311355311,14,26.400825921423,0,143,8.55311355311355,3,4,1,3,3,-2,32,79,12,0,24,sunday,monday,0
293,0,2,18,5,1.07407407407407,0,1.8444295700724,0,5,0.518518518518518,0,0,0,0,0,0,6,0,1,0,24,tuesday,tuesday,0
55275,0,1834,13,410,5.79258241758242,2,26.635762539833,0,374,2.17582417582418,0,3,1,2,2,-1,30,127,1,0,24,friday,saturday,0
5861927,0,29355,22,819,33.5317725752508,2,129.23953607993,0,723,18.5852842809365,0,3,2,1,2,1,44,0,5,0,24,saturday,monday,0
57916,0,4150,80,66,16.1010101010101,14,13.0170788740808,0,60,6.51515151515152,2.5,9,0,1,9,-1,63,196,24,0,24,monday,thursday,0
2156275,114,47233,9,425,81.1328671328671,64,71.7491782816169,0,382,30.7356643356643,6,9,9,0,9,9,10,125,3,0,24,wednesday,wednesday,3
1490561,0,150433,38,1892,94.2205128205128,57,201.152723175111,0,1002,46.0205128205128,12,0,0,0,0,0,0,340,568,0,24,monday,monday,149
23223,0,121,36,31,3.73024523160763,2,5.33312466954893,0,23,1.47411444141689,0,8,0,7,4,-7,65,245,54,0,24,sunday,wednesday,1
81756,0,2947,36,208,19.3184357541899,11,26.2555500024856,0,174,8.03631284916201,2,12,12,0,12,12,19,158,28,0,24,tuesday,wednesday,0
264140,0,7653,24,131,25.0477386934673,23,19.7827454489906,0,117,9.7713567839196,4,34,34,0,34,34,6,38,17,0,24,sunday,monday,15
4662,10,12,49,17,2.12582781456954,1,3.18898068740731,0,10,0.728476821192053,0,2,2,0,2,2,8,141,3,0,24,thursday,thursday,0
456478,0,3946,24,824,91.6995884773663,67,106.170006342395,0,575,36.4485596707819,11,104,27,77,103,-50,28,103,19,0,24,monday,tuesday,1
400487,0,57833,13,414,26.6354916067146,15,44.9415979862141,0,300,10.9016786570743,3,4,4,0,4,4,6,89,2,0,24,tuesday,tuesday,1
104037,0,30,14,111,7.00399467376831,4,10.9724863520373,0,105,2.68974700399467,1,105,105,0,105,105,16,81,2,0,24,saturday,sunday,5
155266,1284,2454,60,16,1.38373424971363,0,2.30156304932999,0,13,0.585337915234822,0,0,0,0,0,0,33,0,28,0,24,monday,wednesday,0
156629,0,83726,57,1475,267.806451612903,122,328.207489383483,0,1214,123.661290322581,46.5,14,1,13,14,-12,35,572,1,0,19,wednesday,thursday,0
142636,0,19782,9,146,24.4545454545455,17,25.7095795247383,0,132,9.11454545454546,3,51,2,3,46,-1,72,889,54,0,24,wednesday,saturday,0
1426027,0,8025,1,216,9.51578947368421,2,28.1757877236896,0,173,3.5578947368421,0,6,0,6,6,-6,34,20,3,0,24,monday,tuesday,0
13742,0,66,17,17,1.10630630630631,0,2.09190973912043,0,7,0.376576576576577,0,4,4,0,4,4,1,127,3,0,24,tuesday,tuesday,3
228007,0,24,16,304,12.9305816135084,2,38.3970183215367,0,296,4.25328330206379,0,2,2,0,2,2,19,20,3,0,24,thursday,friday,0
19926,0,41,72,16,4.05050505050505,4,3.65251743093826,0,16,1.3030303030303,0,6,0,6,6,-6,43,64,1,0,24,saturday,monday,0
10039,4,1151,56,70,3.58771929824561,2,6.92163073208778,0,70,2.00877192982456,0,0,0,0,0,0,48,18,1,0,24,friday,sunday,0
1340759,33935,49392,9,591,58.6540664375716,32,82.0570829730918,0,570,21.864833906071,4,51,0,3,49,-3,68,232,18,0,24,wednesday,friday,0
212881,49,25,16,354,51.2248995983936,24,56.0600440299194,0,280,19.1144578313253,4,119,3,20,112,-17,62,207,126,0,24,friday,monday,2
1611220,39,9484,31,608,67.3260869565217,46,81.6968559737303,0,542,26.9434782608696,7,56,56,0,56,56,17,82,569,0,24,monday,monday,5
634995,0,463,1,1279,13.2148288973384,1,96.7997690772648,0,872,5.10836501901141,0,0,0,0,0,0,69,166,2,0,24,wednesday,saturday,0
609152,1,16856,18,710,41.6978557504873,23,73.9211972759386,0,363,16.7348927875244,5,25,0,6,24,-6,57,220,20,0,24,tuesday,friday,0
3002207,0,47567,3,794,23.7297650130548,7,63.2031523051065,0,631,10.8629242819843,2,13,13,0,13,13,18,199,2,0,24,friday,saturday,10
1155,0,17,22,18,1.94909090909091,1,2.89280441014803,0,12,0.794545454545455,0,0,0,0,0,0,58,119,1,0,24,monday,thursday,0
8070687,421,278406,9,1682,396.757785467128,270,357.168807777324,0,1570,157.544982698962,37,224,4,22,218,-18,60,138,1702,0,24,friday,sunday,0
274207,0,100435,18,664,130.589330024814,79,131.07955584527,0,503,43.6526054590571,12,203,87,116,200,-29,27,0,31,0,24,sunday,tuesday,14
2688,5098,58,27,1,0.160493827160494,0,0.367063425859716,0,1,0.061728395061728,0,1,1,0,1,1,20,277,1,0,24,thursday,friday,0
8035,608,69,32,50,4.26344086021505,2,7.9053851925255,0,19,1.36021505376344,0,1,0,1,1,-1,48,132,2,0,24,sunday,tuesday,0
4716837,0,490422,5,1949,138.26393442623,43,260.282628563762,0,1455,58.9786885245902,13,57,17,40,56,-23,31,103,429,0,24,sunday,tuesday,0
83215,393,12259,18,73,12.4626865671642,10,10.8648344491864,0,71,4.74129353233831,2,65,65,0,65,65,13,79,3,0,24,thursday,friday,8
400487,0,57833,13,414,26.6354916067146,15,44.9415979862141,0,300,10.9016786570743,3,27,1,26,27,-25,41,79,24,0,24,saturday,sunday,0
292911,0,25073,24,207,41.1540404040404,21,46.1862064418947,0,143,15.3156565656566,3.5,131,3,19,120,-16,59,56,2,0,24,sunday,tuesday,1
3032492,4584,114769,9,558,23.890214797136,8,58.291341969809,0,459,10.1157517899761,2,2,2,0,2,2,6,12,11,0,24,wednesday,wednesday,4
25879,0,1970,36,227,15.8055842812823,10,20.1817350601,0,134,6.45811789038263,3,15,2,13,15,-11,40,403,44,0,24,thursday,saturday,0
101246,0,4086,24,152,13.3144876325088,9,18.3203733548515,0,120,5.64664310954064,2,2,2,0,2,2,17,105,1,0,24,sunday,sunday,1
413095,0,19301,24,402,37.5746753246753,24,45.3474781464773,0,301,13.4166666666667,5,79,2,3,74,-1,71,159,46,0,24,saturday,tuesday,0
367390,0,2678,100,110,11.8281750266809,6,15.4302000580234,0,96,4.55923159018143,2,24,4,6,18,-2,52,53,22,0,24,sunday,wednesday,3
890,0,40,24,9,1.81720430107527,0,2.71968624281117,0,9,0.473118279569893,0,0,0,0,0,0,67,28,1,0,24,saturday,tuesday,0
16146,0,1994,36,40,5.41910828025478,4,5.79249606558383,0,32,2.04203821656051,1,4,0,0,4,0,63,40,26,0,24,thursday,saturday,0
3927,781,8,106,5,0.056768558951965,0,0.477722072704885,0,5,0.043668122270742,0,0,0,0,0,0,64,10,1,0,24,monday,thursday,0
70695,0,7237,18,371,29.7434679334917,12,47.2581804186005,0,150,10.7814726840855,2,26,1,9,22,-8,55,208,32,0,24,friday,sunday,0
5200467,1,123640,9,751,195.91095890411,114.5,201.970224349378,0,529,85.041095890411,35.5,417,141,276,396,-135,35,116,149,0,24,tuesday,thursday,32
23985,178,2773,36,185,17.2612107623318,11,22.2085038527385,0,104,6.19394618834081,2,6,6,0,6,6,15,215,7,0,24,monday,tuesday,3
1552629,0,64641,9,960,153.857318573186,113,146.809326720063,0,644,61.3148831488315,24,28,11,17,26,-6,38,761,48,0,24,friday,saturday,5
1422427,0,35610,9,214,34.4945205479452,19,41.0421179939299,0,174,11.6821917808219,3,4,0,4,4,-4,41,515,2,0,24,wednesday,friday,0
570,0,38,16,35,12.56,12,7.46769040600908,0,27,6.21,5,7,7,0,7,7,20,163,1,0,24,wednesday,thursday,0
1155,0,17,22,18,1.94909090909091,1,2.89280441014803,0,12,0.794545454545455,0,0,0,0,0,0,53,9,1,0,24,friday,monday,0
416948,0,57260,18,1289,91.5852390852391,54,118.06372495436,0,656,34.950103950104,11,37,37,0,37,37,10,0,20,0,24,sunday,sunday,9
672411,1,14221,9,451,30.6619411123228,14,53.6250889554472,0,444,11.6444929116685,3,26,26,0,26,26,24,0,66,0,24,thursday,friday,1
287698,0,4752,24,719,17.6029900332226,10,53.0787685626073,0,403,6.11960132890366,2,25,5,20,24,-15,37,77,2,0,24,friday,saturday,1
3032492,4584,114769,9,558,23.890214797136,8,58.291341969809,0,459,10.1157517899761,2,15,1,2,13,-1,53,35,13,0,24,thursday,saturday,0
123680,66471,1492,32,47,5.96732026143791,3,8.45551086929887,0,47,1.98039215686275,0,1,1,0,1,1,8,353,4,0,24,thursday,thursday,0
23985,178,2773,36,185,17.2612107623318,11,22.2085038527385,0,104,6.19394618834081,2,21,21,0,21,21,7,30,38,0,24,tuesday,tuesday,9
8580,0,589,44,5,0.46271186440678,0,0.848407941748513,0,4,0.216949152542373,0,0,0,0,0,0,42,107,2,0,24,saturday,monday,0
1433518,25951,101466,9,984,147.768224299065,101,162.955835194539,0,693,46.8355140186916,19,188,2,186,186,-184,47,164,104,0,24,tuesday,thursday,2
518876,0,51411,24,363,63.3982035928144,38,65.0237183562178,0,267,25.9880239520958,7,0,0,0,0,0,0,111,25,0,24,wednesday,wednesday,18
321135,148,1651,16,191,14.4731610337972,6,24.8572620073271,0,132,5.72166998011929,1,10,10,0,10,10,23,76,43,0,24,friday,saturday,0
1128745,0,52663,9,674,47.5766129032258,20,91.9445516715154,0,576,21.3145161290323,4,140,0,6,136,-6,69,188,19,0,24,sunday,wednesday,0
879585,11,49540,9,1097,102.405095541401,42,174.769406509671,0,999,36.2484076433121,3,0,0,0,0,0,67,0,1,0,24,thursday,saturday,0
565299,0,53207,18,624,154.575835475578,129,121.403139984437,0,400,64.2724935732648,28,31,31,0,31,31,6,188,18,0,24,monday,monday,8
2470711,36,271475,9,1445,196.810140237325,132,214.501234232466,0,1080,68.4056094929881,14,45,45,0,45,45,3,104,526,0,24,wednesday,wednesday,65
242526,323,701,4,122,4.33070866141732,2,8.98209515403097,0,102,1.64409448818898,0,1,0,0,1,0,67,135,4,0,24,sunday,wednesday,0
212881,49,25,16,354,51.2248995983936,24,56.0600440299194,0,280,19.1144578313253,4,64,64,0,64,64,7,207,101,0,24,thursday,friday,19
11670473,0,145114,1,129,41.6320754716981,31,32.4823102718707,0,97,17.2547169811321,9,27,27,0,27,27,2,174,199,0,24,wednesday,wednesday,35
73349,0,1484,18,78,12.4539877300613,9,12.8458068659255,0,53,5.15644171779141,2,10,0,3,9,-3,60,0,1,0,24,wednesday,saturday,0
1181430,0,2307,17,41,4.13013698630137,3,4.61944030682918,0,35,1.70205479452055,1,2,0,2,2,-2,45,134,2,0,24,tuesday,thursday,0
634995,0,463,1,1279,13.2148288973384,1,96.7997690772648,0,872,5.10836501901141,0,0,0,0,0,0,49,49,2,0,24,friday,sunday,0
456478,0,3946,24,824,91.6995884773663,67,106.170006342395,0,575,36.4485596707819,11,202,202,0,202,202,15,131,100,0,24,thursday,friday,51
3544586,122388,227617,9,1535,144.697167755991,92.5,185.198879770454,0,1401,54.8464052287582,17,90,90,0,90,90,11,77,75,0,24,saturday,saturday,35
90442,0,6802,24,307,39.9163179916318,24,51.6255558637578,0,292,13.3891213389121,4,29,29,0,29,29,5,44,6,0,24,wednesday,wednesday,13
2078654,2715,84453,9,1142,160.02729528536,100,181.572553837513,0,1089,61.4131513647643,20.5,67,3,10,58,-7,64,456,150,0,24,monday,thursday,0
88853,0,3169,2,29,6.46653543307087,5,5.43472922026143,0,25,2.41732283464567,1,8,2,6,7,-4,43,16,2,0,24,friday,sunday,0
236881,1172,36034,40,462,26.1860730593607,9,38.4770089403949,0,278,10.3926940639269,2,73,60,13,73,47,25,88,54,0,24,tuesday,wednesday,7
3032492,4584,114769,9,558,23.890214797136,8,58.291341969809,0,459,10.1157517899761,2,12,12,0,12,12,19,150,14,0,24,wednesday,thursday,2
7564986,0,123241,12,45,3.42481751824817,1,5.71633312384424,0,38,1.26423357664234,0,1,0,1,1,-1,30,105,2,0,24,friday,saturday,0
1548753,10803,59597,9,1479,78.4595300261097,39,135.975079527539,0,1337,26.943864229765,7.5,93,9,31,78,-22,51,0,840,0,24,monday,wednesday,2
7564986,0,123241,12,45,3.42481751824817,1,5.71633312384424,0,38,1.26423357664234,0,31,0,3,29,-3,70,154,3,0,24,tuesday,friday,0
25281,280,65,39,78,19.55078125,15,14.7371951627387,0,60,6.80989583333333,3,15,1,1,13,0,64,237,3,0,24,thursday,sunday,0
72615,0,3569,14,1263,28.3468468468468,6,131.45626294184,0,558,7.2454954954955,1,2,0,0,2,0,68,17,1,0,24,wednesday,saturday,0
2078654,2715,84453,9,1142,160.02729528536,100,181.572553837513,0,1089,61.4131513647643,20.5,74,22,52,63,-30,37,161,171,0,24,monday,wednesday,7
176923,0,4211,51,19,1.976,1,3.15712274072454,0,10,0.728,0,1,1,0,1,1,19,0,1,0,24,monday,tuesday,0
4913787,60,158828,9,1480,160.279761904762,117,178.273095932271,0,1248,60.5440476190476,12.5,252,252,0,252,252,11,133,240,0,24,wednesday,thursday,38
25723,0,3586,2,60,22.4539385847797,22,11.9806063179301,0,53,8.64485981308411,4,32,4,28,30,-24,40,154,17,0,24,saturday,sunday,0
468063,601,137,77,760,32.1022364217252,8,86.263226118097,0,261,11.1022364217252,2,13,0,2,12,-2,64,0,4,0,24,tuesday,friday,0
531871,0,216,47,22,5.76923076923077,2,6.01477470840757,0,18,2.28205128205128,0.5,4,0,0,4,0,72,0,26,0,24,friday,monday,0
1009493,175714,47503,9,380,52.5079787234043,25,70.9708880993931,0,371,22.7659574468085,4,67,67,0,67,67,15,23,105,0,24,thursday,friday,4
98168,0,1843,36,393,34.4348290598291,21,45.7562057882116,0,195,12.0320512820513,5,6,6,0,6,6,26,1223,57,0,24,thursday,friday,0
2736,491,277,54,18,1.55035971223022,0,2.80210286145007,0,13,0.60431654676259,0,0,0,0,0,0,69,162,1,0,24,thursday,sunday,0
1975842,35,140870,9,1126,135.782988004362,86,161.945909001512,0,985,47.9454743729553,12,45,4,41,43,-37,37,74,503,0,24,sunday,tuesday,0
367390,0,2678,100,110,11.8281750266809,6,15.4302000580234,0,96,4.55923159018143,2,0,0,0,0,0,50,51,2,0,24,thursday,saturday,1
4662,10,12,49,17,2.12582781456954,1,3.18898068740731,0,10,0.728476821192053,0,2,2,0,2,2,31,190,22,0,24,monday,tuesday,0
609152,1,16856,18,710,41.6978557504873,23,73.9211972759386,0,363,16.7348927875244,5,100,67,33,97,34,27,110,159,0,24,saturday,sunday,10
1715845,0,319402,2,1898,206.2,134,316.969809287888,0,359,66.67,35.5,132,132,0,132,132,12,0,143,0,24,friday,saturday,85
595191,99,1561,16,717,38.3879040667362,21,71.1202458066235,0,377,13.1929092805005,3,12,0,4,12,-4,53,221,53,0,24,sunday,wednesday,0
135564,157,23,55,12,0.796610169491525,0,2.17676218126714,0,10,0.322033898305085,0,0,0,0,0,0,62,2,1,0,24,tuesday,friday,0
1340759,33935,49392,9,591,58.6540664375716,32,82.0570829730918,0,570,21.864833906071,4,18,3,3,14,0,68,137,4,0,24,wednesday,saturday,0
155266,1284,2454,60,16,1.38373424971363,0,2.30156304932999,0,13,0.585337915234822,0,6,6,0,6,6,24,0,23,0,24,monday,tuesday,0
1433518,25951,101466,9,984,147.768224299065,101,162.955835194539,0,693,46.8355140186916,19,238,50,188,222,-138,33,190,476,0,24,monday,wednesday,20
212881,49,25,16,354,51.2248995983936,24,56.0600440299194,0,280,19.1144578313253,4,7,7,0,7,7,18,23,17,0,24,monday,tuesday,1
15064,0,0,5,8,0.935483870967742,0,1.54784936899386,0,6,0.393548387096774,0,0,0,0,0,0,4,5,15,0,24,monday,monday,0
89879,393,1257,14,16,2.31282051282051,2,2.36634300645418,0,11,0.884615384615385,0,4,4,0,4,4,10,89,3,0,24,saturday,sunday,1
1844988,9314,43448,9,930,111.97628458498,36,172.037290949099,0,769,44.4584980237154,10,325,21,304,308,-283,45,66,188,0,24,friday,sunday,5
668834,4,42523,9,1389,109.848195329087,84.5,118.636482414088,0,1379,42.2983014861996,8,60,60,0,60,60,13,124,523,0,24,wednesday,wednesday,59
264140,0,7653,24,131,25.0477386934673,23,19.7827454489906,0,117,9.7713567839196,4,36,36,0,36,36,17,62,3,0,24,wednesday,thursday,5
2071999,156,150355,57,512,24.769801980198,12,51.5217821758395,0,484,13.7871287128713,5,5,5,0,5,5,13,9,1,0,12,wednesday,thursday,1
101655,0,33,8,8,0.74798927613941,0,1.53800033116113,0,7,0.28686327077748,0,1,1,0,0,1,39,37,1,0,24,friday,saturday,0
33326385,157,27408,47,402,156.593582887701,148,70.5812806491353,0,381,66.8716577540107,36,84,31,53,82,-22,29,144,23,0,24,wednesday,thursday,9
